Full Name,Email,Password (for new users),Match Score,Experience,Education,User Type
Shaurya Verma134,shaurya.verma134@gmail.com,FuDU2jUIQM,100.0,0,Bachelor's Degree,NEW_USER
Vihaan Deshmukh108,vihaan.deshmukh108@gmail.com,M2khNRm@5r,100.0,0,Bachelor's Degree,NEW_USER
Vihaan More454,vihaan.more454@gmail.com,DO6@juHOdW,100.0,0,Bachelor's Degree,NEW_USER
Vihaan Sharma332,vihaan.sharma332@gmail.com,6RtMYq8dYt,100.0,0,Bachelor's Degree,NEW_USER
Vihaan Verma961,vihaan.verma961@gmail.com,OS@8B4Hx#R,100.0,0,Bachelor's Degree,NEW_USER
Vivaan Gupta307,vivaan.gupta307@gmail.com,htFL2pzs$N,100.0,0,Bachelor's Degree,NEW_USER
Vivaan Pawar141,vivaan.pawar141@gmail.com,JtRKxshRys,100.0,0,Bachelor's Degree,NEW_USER
Aarav Gupta984,aarav.gupta984@gmail.com,mPa#VfN$2p,100.0,0,Bachelor's Degree,NEW_USER
Aarav Jadhav982,aarav.jadhav982@gmail.com,wGBG9zJl0W,100.0,0,Bachelor's Degree,NEW_USER
Aarav Patil592,aarav.patil592@gmail.com,VYQe1Mg4VM,100.0,0,Bachelor's Degree,NEW_USER

# SUMMARY #
# Total Shortlisted: 10
# New Users: 10
# Existing Users: 0
